Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
48424,0.7,Premium,E,SI1,61.1,60.0,1971,5.69,5.56,3.44
24553,1.28,Ideal,F,VVS2,62.2,56.0,12841,6.95,6.91,4.32
10182,0.9,Premium,D,SI1,59.4,61.0,4735,6.32,6.3,3.75
33517,0.33,Premium,E,VS2,62.0,60.0,829,4.46,4.41,2.75
12005,1.01,Premium,D,SI1,58.1,61.0,5147,6.66,6.59,3.85
26814,2.09,Ideal,I,SI1,61.4,56.0,16704,8.23,8.27,5.06
52093,0.71,Fair,F,SI1,59.8,70.0,2458,5.89,5.72,3.48
33359,0.41,Ideal,G,VS2,62.7,56.0,827,4.74,4.77,2.98
12979,1.01,Very Good,D,SI1,59.8,56.0,5394,6.57,6.6,3.94
8587,0.9,Very Good,D,SI1,60.9,57.0,4438,6.22,6.26,3.8
19493,1.5,Very Good,I,SI1,60.3,60.0,8127,7.46,7.43,4.49
2253,0.88,Very Good,E,SI2,59.1,58.0,3150,6.22,6.3,3.7
3015,0.76,Ideal,D,SI1,62.0,57.0,3306,5.88,5.92,3.66
27010,2.01,Ideal,I,SI1,59.9,60.0,17126,8.27,8.2,4.93
33650,0.32,Ideal,D,VVS2,61.7,57.0,834,4.39,4.42,2.72
5293,0.78,Very Good,D,VS1,63.2,58.0,3800,5.87,5.81,3.69
18144,1.0,Very Good,F,VS1,63.7,57.0,7350,6.33,6.35,4.04
20790,1.5,Good,F,SI2,61.2,63.0,9028,7.33,7.41,4.51
41214,0.52,Ideal,H,SI1,61.5,56.0,1206,5.16,5.21,3.19
49862,0.57,Premium,H,VVS1,61.6,58.0,2172,5.39,5.35,3.31
16444,1.26,Very Good,I,VS1,61.8,61.0,6566,6.9,6.95,4.28
37010,0.33,Premium,G,VVS2,60.6,58.0,965,4.5,4.47,2.72
31834,0.34,Ideal,G,VVS2,61.9,57.0,775,4.44,4.48,2.76
26087,2.08,Premium,I,SI2,61.2,58.0,15321,8.24,8.16,5.02
31766,0.35,Ideal,E,VS1,61.1,55.0,773,4.56,4.58,2.79
21457,1.57,Ideal,I,SI1,61.7,56.0,9555,7.45,7.48,4.61
34016,0.3,Ideal,D,VS1,61.8,56.0,848,4.34,4.3,2.67
48466,0.7,Very Good,I,SI2,61.8,58.0,1977,5.65,5.71,3.51
53636,0.3,Ideal,I,VVS1,62.1,56.0,552,4.3,4.33,2.68
38965,0.27,Ideal,G,VS2,61.5,56.0,490,4.16,4.18,2.56
43684,0.5,Good,D,SI1,63.7,56.0,1436,5.05,5.09,3.23
51464,1.2,Fair,I,I1,65.1,55.0,2376,6.65,6.59,4.31
35214,0.36,Ideal,G,VVS1,60.0,56.0,892,4.66,4.69,2.81
48013,0.53,Ideal,H,IF,62.0,54.0,1920,5.19,5.23,3.23
44400,0.5,Very Good,E,VS2,62.9,56.0,1584,5.06,5.11,3.2
48210,0.62,Very Good,D,SI1,61.3,58.0,1949,5.47,5.49,3.36
8623,1.07,Good,F,SI2,61.3,65.0,4446,6.59,6.41,4.0
14633,1.11,Premium,E,SI1,61.3,58.0,5908,6.66,6.61,4.07
35598,0.31,Ideal,H,VVS1,62.7,54.0,907,4.38,4.33,2.73
11511,1.01,Good,G,SI1,63.7,60.0,5021,6.28,6.32,4.01
39779,0.36,Ideal,D,VS2,60.6,57.0,1094,4.61,4.57,2.78
26089,2.31,Premium,J,SI1,61.1,60.0,15323,8.58,8.51,5.22
13353,0.24,Very Good,E,VS2,60.1,58.0,419,4.01,4.04,2.42
18360,1.11,Ideal,G,VS2,62.0,56.0,7472,6.62,6.65,4.12
10700,1.01,Very Good,F,SI1,63.5,59.0,4846,6.39,6.3,4.03
45907,0.54,Ideal,E,SI1,61.5,56.0,1720,5.26,5.22,3.23
7371,1.01,Good,F,SI2,63.3,57.0,4221,6.37,6.39,4.04
52071,0.96,Premium,I,SI2,59.1,62.0,2454,6.48,6.38,3.79
47884,0.56,Very Good,G,VS1,59.9,60.0,1912,5.37,5.41,3.23
8478,1.01,Ideal,F,SI2,60.5,57.0,4416,6.49,6.53,3.94
51106,0.72,Very Good,I,VS2,63.9,58.0,2337,5.65,5.68,3.62
12247,2.06,Premium,J,I1,61.2,58.0,5203,8.1,8.07,4.95
12069,1.08,Very Good,H,VS2,62.2,57.0,5155,6.5,6.55,4.06
26892,2.04,Premium,D,SI2,61.8,60.0,16872,8.09,8.13,5.01
31129,0.31,Very Good,H,VVS1,58.5,59.0,755,4.45,4.5,2.62
28057,0.42,Ideal,D,SI2,61.1,55.0,660,4.82,4.86,2.96
11743,1.1,Very Good,E,SI2,63.0,56.0,5073,6.59,6.55,4.14
52443,0.72,Ideal,D,SI2,61.1,58.0,2514,5.76,5.79,3.53
20748,1.21,Ideal,G,VS1,61.4,56.0,8985,6.9,6.84,4.22
24666,2.0,Premium,G,SI2,60.8,55.0,13007,8.09,7.95,4.88
51807,0.71,Very Good,F,SI1,63.0,55.0,2416,5.65,5.71,3.58
31919,0.3,Good,G,VS1,63.8,55.0,776,4.28,4.25,2.72
48499,0.7,Fair,H,VS2,57.0,58.0,1981,5.87,5.89,3.35
27039,0.32,Premium,F,VS2,60.7,58.0,645,4.41,4.45,2.69
12345,1.01,Fair,F,VS2,64.5,58.0,5226,6.28,6.18,4.02
40915,0.42,Ideal,D,VS1,62.1,56.0,1179,4.78,4.82,2.98
15089,1.02,Ideal,H,VS2,61.8,55.0,6065,6.48,6.51,4.01
33437,0.32,Ideal,G,VS1,61.2,57.0,828,4.43,4.4,2.7
41909,0.43,Ideal,F,VVS1,60.3,59.0,1261,4.89,4.93,2.96
22345,1.13,Ideal,G,VVS2,61.6,57.0,10396,6.66,6.75,4.13
18488,1.01,Ideal,E,VS1,62.7,55.0,7528,6.4,6.45,4.03
32014,0.3,Ideal,D,VS2,59.5,56.0,778,4.41,4.37,2.61
48779,0.7,Premium,H,SI1,62.2,59.0,2020,5.7,5.65,3.53
16317,1.08,Ideal,G,VS2,62.5,56.0,6530,6.57,6.54,4.1
53589,0.7,Ideal,G,SI1,62.0,56.0,2699,5.66,5.69,3.52
42543,0.6,Premium,F,SI1,62.9,59.0,1323,5.39,5.31,3.37
26236,2.02,Very Good,H,SI2,62.7,59.0,15666,8.04,7.98,5.02
31312,0.32,Ideal,E,VS1,59.9,55.0,758,4.46,4.49,2.68
53183,0.71,Good,E,SI1,65.9,57.0,2631,5.51,5.57,3.65
26721,0.32,Very Good,F,VS2,61.0,61.0,645,4.38,4.41,2.68
4489,1.01,Good,G,SI2,63.6,58.0,3626,6.31,6.37,4.03
52404,0.72,Ideal,I,VS2,62.2,56.0,2511,5.69,5.75,3.56
15949,1.13,Premium,G,VS2,62.7,57.0,6379,6.67,6.61,4.16
38437,0.49,Premium,G,SI1,60.6,60.0,1026,5.1,5.06,3.08
18503,1.02,Premium,F,VS1,60.8,59.0,7539,6.46,6.49,3.94
18065,1.2,Ideal,H,VS1,62.0,57.0,7294,6.69,6.76,4.17
22550,1.5,Very Good,H,VS1,63.4,56.0,10584,7.29,7.25,4.61
27739,2.05,Ideal,G,SI1,61.9,57.0,18787,8.1,8.16,5.03
26178,2.24,Premium,I,SI2,61.9,58.0,15515,8.36,8.29,5.15
20899,1.51,Good,I,VS2,63.7,58.0,9116,7.23,7.21,4.6
21711,0.27,Ideal,G,IF,62.0,56.0,627,4.14,4.17,2.58
41466,0.41,Premium,G,VVS1,59.9,59.0,1230,4.83,4.79,2.88
38357,0.33,Ideal,D,VVS2,60.9,57.0,1021,4.48,4.46,2.72
26874,1.75,Ideal,G,VS2,62.1,57.0,16803,7.73,7.69,4.79
1590,0.71,Very Good,E,VS1,63.4,58.0,3009,5.64,5.68,3.59
8844,0.98,Very Good,H,SI2,62.2,60.0,4479,6.31,6.36,3.94
12954,1.3,Ideal,H,VS2,62.9,56.0,5387,7.0,6.96,4.39
20947,1.05,Ideal,E,VS1,62.1,56.0,9160,6.57,6.48,4.05
38495,0.42,Ideal,G,VVS2,62.4,55.0,1031,4.79,4.82,3.0
28212,0.38,Very Good,G,SI1,61.4,61.0,666,4.62,4.66,2.85
25223,1.27,Ideal,F,VVS2,61.0,57.0,13823,6.98,7.02,4.27
17629,1.5,Fair,H,SI2,59.3,58.0,7098,7.31,7.37,4.35
19157,1.02,Ideal,F,VS1,61.5,56.0,7916,6.47,6.5,3.99
26997,1.93,Premium,H,VS1,60.5,60.0,17096,8.06,7.98,4.85
45337,0.51,Premium,E,VS2,59.2,58.0,1662,5.27,5.23,3.11
31490,0.34,Ideal,G,VS2,61.7,56.0,765,4.53,4.48,2.78
33332,0.41,Very Good,G,VS2,60.9,61.0,827,4.74,4.75,2.89
2987,0.9,Very Good,H,SI2,61.7,60.0,3301,6.17,6.24,3.83
10898,1.21,Premium,I,VS2,62.6,59.0,4884,6.77,6.67,4.21
35787,0.32,Ideal,D,VS2,62.0,54.0,912,4.39,4.42,2.73
628,0.73,Premium,F,VS2,60.3,59.0,2841,5.9,5.87,3.55
25937,2.12,Premium,I,SI2,60.6,59.0,15097,8.27,8.3,5.02
722,0.26,Ideal,E,VS1,62.1,56.0,556,4.09,4.12,2.55
3391,0.34,Very Good,F,SI1,62.8,56.0,566,4.42,4.46,2.79
48900,0.68,Premium,G,VS2,61.7,57.0,2040,5.67,5.65,3.49
8553,1.01,Ideal,E,SI2,62.8,57.0,4434,6.38,6.35,4.0
32462,0.36,Ideal,G,VVS2,61.7,54.0,794,4.59,4.62,2.84
45646,0.25,Ideal,G,VVS2,61.9,55.0,525,4.07,4.1,2.53
15894,1.01,Very Good,G,VVS2,61.3,61.0,6354,6.32,6.47,3.92
48015,0.7,Fair,F,SI2,58.2,66.0,1920,5.77,5.74,3.35
21663,1.71,Premium,I,SI2,60.6,57.0,9760,7.78,7.71,4.69
12379,0.36,Ideal,J,SI1,61.6,56.0,597,4.61,4.58,2.83
44235,0.62,Premium,G,SI1,59.9,58.0,1572,5.56,5.49,3.31
467,0.86,Premium,F,SI2,59.3,62.0,2818,6.36,6.22,3.73
36940,0.24,Very Good,D,VVS1,59.2,59.0,478,4.04,4.1,2.41
49761,0.83,Good,J,SI1,60.6,63.0,2159,6.03,6.08,3.67
25807,2.04,Very Good,H,SI2,60.8,58.0,14810,8.14,8.23,4.98
46604,0.54,Premium,D,SI1,62.1,56.0,1786,5.25,5.22,3.25
13582,1.0,Very Good,I,VS1,60.8,59.0,5557,6.39,6.44,3.9
26368,0.32,Good,H,VVS2,63.4,56.0,645,4.34,4.37,2.76
24685,2.11,Premium,J,VS2,59.9,60.0,13046,8.36,8.41,5.02
42371,0.51,Fair,D,SI1,65.2,55.0,1304,5.05,5.01,3.28
13758,2.22,Fair,J,I1,66.7,56.0,5607,8.04,8.02,5.36
41674,0.33,Ideal,F,IF,60.8,55.0,1240,4.49,4.53,2.74
19899,1.0,Premium,F,VVS2,59.9,60.0,8448,6.46,6.5,3.88
31062,0.27,Premium,E,VVS2,61.8,59.0,752,4.18,4.14,2.57
39896,0.42,Ideal,F,VS1,62.3,55.0,1103,4.79,4.77,2.98
9239,1.01,Very Good,H,SI1,62.8,58.0,4559,6.36,6.38,4.0
2787,0.79,Ideal,E,SI1,61.9,55.0,3256,5.97,5.89,3.67
22157,1.58,Ideal,I,VS2,61.4,55.0,10197,7.49,7.55,4.62
53629,0.3,Premium,D,SI1,61.7,59.0,552,4.28,4.31,2.65
45157,0.5,Ideal,D,SI1,61.6,55.0,1654,5.13,5.1,3.15
40331,0.56,Ideal,G,SI2,61.0,57.0,1127,5.34,5.32,3.25
18633,1.01,Ideal,F,VS1,61.3,57.0,7602,6.47,6.44,3.96
17795,1.14,Very Good,G,VS1,63.4,58.0,7171,6.67,6.61,4.21
39499,0.41,Premium,E,VS1,60.1,58.0,1079,4.81,4.84,2.9
27095,2.52,Ideal,I,SI1,61.5,56.0,17231,8.76,8.69,5.37
2518,0.73,Ideal,E,VS2,62.4,57.0,3201,5.75,5.79,3.6
30947,0.32,Ideal,G,SI1,61.8,55.0,449,4.4,4.43,2.73
17533,1.0,Premium,F,VS1,59.2,60.0,7056,6.53,6.48,3.85
13264,1.11,Premium,F,SI1,60.1,61.0,5483,6.74,6.64,4.06
37095,0.41,Very Good,E,SI1,63.3,57.0,969,4.75,4.73,3.0
26422,1.72,Very Good,E,SI1,62.2,58.0,15948,7.63,7.7,4.77
5754,0.92,Premium,I,VS2,60.9,58.0,3895,6.28,6.27,3.82
40456,0.5,Ideal,H,SI1,62.2,57.0,1140,5.07,5.09,3.16
970,0.82,Very Good,G,SI2,62.5,56.0,2893,5.99,6.04,3.76
11064,0.38,Premium,E,SI2,59.9,56.0,596,4.79,4.72,2.85
20778,1.14,Ideal,G,VVS2,61.0,56.0,9013,6.74,6.76,4.12
30385,0.33,Ideal,G,VVS2,61.3,56.0,730,4.46,4.48,2.74
14682,1.01,Premium,F,VS2,59.7,60.0,5923,6.41,6.38,3.82
1997,0.53,Ideal,D,VVS1,61.6,55.0,3097,5.21,5.27,3.23
27599,2.5,Premium,I,SI2,59.0,60.0,18447,8.76,8.89,5.21
23481,1.51,Premium,G,VS2,60.4,58.0,11480,7.38,7.43,4.47
41758,0.46,Very Good,E,VS2,62.6,58.0,1245,4.91,4.96,3.09
45789,0.59,Very Good,I,VVS1,62.8,58.0,1709,5.3,5.34,3.34
17216,1.0,Very Good,F,VS1,62.1,60.0,6883,6.33,6.42,3.96
19295,1.67,Good,J,SI1,58.8,61.0,8013,7.71,7.73,4.54
18229,1.26,Ideal,H,SI1,60.8,57.0,7400,7.01,6.97,4.25
52197,0.7,Premium,G,VS2,61.8,58.0,2479,5.66,5.64,3.49
21619,1.51,Premium,G,SI1,60.3,59.0,9710,7.39,7.44,4.47
32702,0.31,Ideal,F,VS2,61.6,55.0,802,4.37,4.36,2.69
6,0.24,Very Good,J,VVS2,62.8,57.0,336,3.94,3.96,2.48
7269,1.03,Premium,I,VS1,60.1,59.0,4199,6.53,6.46,3.9
44233,0.59,Ideal,D,SI2,62.3,55.0,1572,5.41,5.38,3.36
32184,0.41,Very Good,H,VS1,61.5,55.0,788,4.8,4.82,2.96
5174,0.71,Ideal,E,VS2,61.9,55.0,3773,5.68,5.72,3.53
27650,3.01,Good,H,SI2,57.6,64.0,18593,9.44,9.38,5.42
36553,0.4,Ideal,E,SI1,62.2,55.0,945,4.75,4.71,2.94
51523,0.72,Premium,F,SI1,62.0,60.0,2385,5.77,5.74,3.57
3602,0.91,Ideal,G,SI2,62.2,57.0,3425,6.18,6.24,3.86
14385,0.3,Ideal,H,VVS2,61.7,54.0,605,4.31,4.34,2.67
38421,0.3,Very Good,E,IF,60.1,60.0,1026,4.3,4.32,2.59
39460,0.4,Very Good,D,VVS2,58.3,59.0,1078,4.88,4.9,2.85
37954,0.41,Very Good,F,VS1,58.6,61.0,1007,4.83,4.87,2.84
39096,0.41,Premium,I,VVS2,62.1,58.0,1061,4.78,4.76,2.96
19303,1.15,Premium,F,VS1,62.7,58.0,8018,6.72,6.67,4.2
19393,1.5,Very Good,H,SI1,62.9,56.0,8058,7.24,7.33,4.58
53565,1.0,Premium,H,I1,61.3,60.0,2695,6.39,6.43,3.93
34604,0.27,Very Good,E,VS1,60.2,58.0,470,4.19,4.22,2.53
21716,0.28,Very Good,F,VVS2,60.2,58.0,628,4.26,4.28,2.57
28201,0.4,Premium,D,SI2,60.4,59.0,666,4.8,4.83,2.91
20051,0.31,Premium,G,VS1,61.2,60.0,625,4.37,4.39,2.68
33772,0.48,Ideal,G,SI2,62.0,54.0,841,5.04,5.06,3.13
13402,0.32,Very Good,G,VS1,61.2,62.0,602,4.41,4.45,2.71
25598,1.58,Premium,G,VS1,62.4,60.0,14451,7.46,7.38,4.63
12507,0.91,Premium,D,VS2,62.0,58.0,5259,6.15,6.2,3.83
47609,0.53,Very Good,F,VVS2,59.6,56.0,1880,5.27,5.31,3.16
23125,1.55,Premium,H,VS2,60.4,60.0,11149,7.44,7.39,4.48
41047,0.5,Ideal,J,VS2,61.6,56.0,1188,5.08,5.14,3.15
48245,0.56,Good,E,VS1,59.8,61.0,1951,5.35,5.36,3.2
38299,0.28,Ideal,E,VS1,61.4,56.0,487,4.2,4.24,2.59
40514,0.4,Good,F,VVS1,63.3,57.0,1145,4.68,4.7,2.97
33741,0.31,Ideal,D,VVS2,62.2,54.0,840,4.34,4.38,2.71
841,0.72,Ideal,I,VS1,62.4,55.0,2868,5.72,5.75,3.58
53460,0.7,Ideal,E,SI1,62.8,55.0,2677,5.65,5.69,3.56
27237,2.1,Premium,J,VVS1,61.3,58.0,17606,8.29,8.24,5.07
29924,0.31,Ideal,D,VS1,61.1,56.0,713,4.33,4.37,2.66
4387,0.31,Good,D,SI1,63.5,56.0,571,4.29,4.31,2.73
10304,1.0,Good,I,VS2,61.7,60.2,4761,6.29,6.35,3.9
2736,0.7,Ideal,G,VVS1,62.6,57.0,3247,5.65,5.7,3.55
6958,1.05,Premium,J,VS2,61.1,58.0,4145,6.56,6.51,3.99
13127,1.21,Premium,J,VVS2,61.7,60.0,5431,6.82,6.85,4.22
49713,0.73,Fair,D,SI2,65.5,60.0,2147,5.64,5.54,3.66
22264,1.54,Premium,E,SI1,62.7,58.0,10314,7.37,7.3,4.6
19946,1.07,Ideal,G,VVS2,61.8,55.0,8491,6.57,6.61,4.07
50761,0.7,Premium,D,SI2,62.1,60.0,2299,5.71,5.73,3.55
3455,0.74,Very Good,G,VS1,60.9,59.0,3389,5.9,5.86,3.58
12001,1.01,Good,D,SI1,63.9,61.0,5147,6.31,6.28,4.02
31303,0.32,Very Good,D,VS2,61.8,57.0,758,4.35,4.36,2.69
37833,0.33,Ideal,D,VS2,60.7,57.0,1002,4.5,4.46,2.72
39364,0.5,Premium,E,SI1,62.2,58.0,1073,5.03,4.87,3.1
8711,0.31,Ideal,G,VS1,62.3,54.0,586,4.31,4.33,2.69
39334,0.3,Premium,G,IF,58.4,62.0,1071,4.43,4.4,2.58
36986,0.38,Ideal,E,VS2,61.9,57.0,963,4.66,4.61,2.87
13953,1.09,Premium,H,VS2,61.4,58.0,5677,6.64,6.58,4.06
12065,1.04,Premium,D,SI2,59.8,58.0,5154,6.61,6.56,3.94
38198,0.41,Premium,D,SI1,60.5,60.0,1015,4.81,4.77,2.9
16141,1.0,Premium,G,VS2,60.6,59.0,6451,6.42,6.36,3.87
31374,0.3,Premium,H,VVS1,61.3,58.0,761,4.32,4.3,2.64
2820,1.0,Fair,F,SI2,65.1,55.0,3265,6.26,6.23,4.07
16512,1.02,Premium,F,VS2,61.3,58.0,6597,6.54,6.42,3.97
42911,0.55,Ideal,D,SI2,60.9,57.0,1363,5.26,5.29,3.21
36096,0.32,Ideal,F,VVS1,61.7,56.0,926,4.4,4.42,2.72
52393,0.58,Ideal,G,IF,60.9,57.0,2508,5.39,5.46,3.3
16390,1.03,Ideal,F,VS2,59.1,55.0,6543,6.6,6.69,3.93
36669,0.32,Ideal,F,IF,60.9,56.0,949,4.42,4.44,2.7
41049,0.44,Ideal,G,SI1,60.9,56.0,1188,4.88,4.94,2.99
36443,0.31,Ideal,D,VS2,62.5,56.0,942,4.36,4.34,2.72
26822,1.51,Very Good,F,VVS2,61.4,58.0,16716,7.31,7.34,4.5
18314,1.39,Premium,E,SI2,62.7,58.0,7445,7.11,6.99,4.42
34694,0.3,Ideal,F,IF,60.0,59.0,873,4.37,4.39,2.63
25413,2.14,Ideal,I,SI2,60.7,57.0,14138,8.34,8.4,5.08
42293,0.36,Very Good,H,SI1,63.0,55.0,505,4.51,4.54,2.85
3481,0.61,Ideal,D,VVS2,62.2,54.0,3397,5.41,5.45,3.38
21360,1.28,Premium,G,VS1,60.9,58.0,9505,7.09,7.01,4.29
25062,2.22,Very Good,J,SI2,62.8,57.0,13579,8.29,8.33,5.22
29065,0.4,Good,E,SI1,63.3,56.0,687,4.68,4.74,2.98
50090,0.5,Ideal,E,VVS2,61.7,55.7,2206,5.09,5.12,3.13
38554,0.39,Ideal,E,VVS2,61.9,55.0,1034,4.7,4.74,2.92
37012,0.33,Premium,G,VVS2,59.5,60.0,965,4.55,4.52,2.7
47711,0.57,Ideal,E,VS1,60.5,57.0,1884,5.33,5.38,3.24
31329,0.36,Very Good,D,VS2,64.0,56.0,759,4.49,4.51,2.88
18955,1.2,Premium,G,VS2,58.2,59.0,7795,7.04,6.95,4.07
50764,0.87,Very Good,J,SI1,61.4,57.0,2300,6.14,6.17,3.78
12598,1.09,Premium,F,SI1,60.9,59.0,5287,6.59,6.64,4.03
34910,0.34,Ideal,H,VVS2,62.2,55.0,880,4.49,4.48,2.79
29460,0.33,Very Good,G,VVS2,61.5,62.0,702,4.39,4.43,2.71
34002,0.42,Very Good,G,VS2,60.1,61.0,847,4.79,4.86,2.9
51063,0.71,Very Good,I,VS1,61.1,57.0,2332,5.75,5.8,3.53
2662,0.7,Very Good,E,VS1,61.9,61.0,3235,5.59,5.65,3.48
5850,1.0,Premium,H,SI2,61.2,59.0,3920,6.42,6.38,3.92
40462,0.38,Ideal,D,VS1,62.5,56.0,1140,4.67,4.64,2.91
45815,0.59,Very Good,E,VS2,61.8,59.0,1712,5.35,5.4,3.32
46692,0.53,Ideal,G,VS1,61.5,57.0,1791,5.21,5.23,3.21
44201,0.51,Very Good,D,SI1,62.8,56.0,1569,5.07,5.09,3.19
43594,0.31,Ideal,H,VS2,61.2,56.0,507,4.35,4.37,2.67
33543,0.35,Ideal,E,VS1,61.2,56.0,829,4.53,4.55,2.78
29205,0.33,Ideal,I,IF,61.8,55.0,694,4.46,4.47,2.76
33748,0.31,Ideal,F,VVS1,62.2,54.0,840,4.36,4.39,2.72
44308,0.62,Premium,E,SI2,61.1,59.0,1579,5.53,5.5,3.37
49194,0.61,Good,F,VS1,61.9,60.0,2076,5.39,5.41,3.34
45586,0.52,Ideal,E,VS2,62.0,55.0,1689,5.14,5.19,3.2
6788,1.2,Premium,J,SI1,62.8,58.0,4113,6.77,6.7,4.23
45952,0.56,Premium,D,SI1,60.6,59.0,1723,5.34,5.36,3.24
31096,0.36,Very Good,H,VVS1,62.0,55.0,753,4.57,4.6,2.84
8213,1.02,Premium,G,SI2,62.9,59.0,4370,6.4,6.38,4.02
4295,0.82,Ideal,E,SI1,61.8,55.0,3588,5.97,6.01,3.7
45033,0.54,Ideal,E,SI1,62.1,56.0,1637,5.24,5.19,3.24
17238,1.42,Very Good,I,VS1,60.1,65.0,6894,7.28,7.2,4.35
31350,0.34,Ideal,E,VS2,61.8,54.0,760,4.49,4.5,2.78
11360,1.06,Very Good,F,SI1,62.3,56.0,4995,6.5,6.57,4.07
11560,1.01,Premium,G,SI1,59.6,58.0,5034,6.61,6.54,3.92
14939,1.36,Premium,I,VS2,59.3,58.0,6017,7.21,7.18,4.27
44202,0.51,Very Good,F,VS2,62.9,57.0,1569,5.09,5.11,3.21
26162,2.0,Premium,G,SI2,60.1,62.0,15485,8.07,8.0,4.83
28003,0.3,Premium,E,VS2,61.6,58.0,658,4.31,4.33,2.66
40871,0.64,Ideal,G,SI2,62.2,53.0,1175,5.54,5.56,3.45
22672,1.22,Very Good,F,VVS2,60.7,62.0,10719,6.81,6.84,4.14
12093,1.18,Ideal,I,SI2,61.9,54.0,5163,6.77,6.84,4.21
30742,0.43,Good,F,SI1,63.6,53.0,739,4.79,4.83,3.06
39229,0.32,Ideal,D,VVS1,61.7,55.0,1067,4.41,4.44,2.73
45881,0.36,Ideal,D,VVS1,61.5,55.0,1718,4.61,4.63,2.84
50289,0.31,Very Good,G,VS1,62.7,54.0,542,4.35,4.36,2.73
10925,1.04,Premium,I,VS1,61.6,56.0,4892,6.59,6.52,4.04
35403,0.32,Ideal,F,VS1,61.9,56.0,900,4.4,4.35,2.71
31211,0.32,Ideal,D,SI1,61.3,55.0,756,4.42,4.39,2.7
24031,0.35,Ideal,G,VS2,61.0,57.0,633,4.54,4.57,2.78
45264,0.54,Ideal,D,SI1,62.4,57.0,1662,5.19,5.23,3.25
14013,1.01,Very Good,G,VS2,63.2,57.0,5701,6.35,6.3,4.0
29876,0.3,Premium,D,VS2,61.1,59.0,710,4.26,4.31,2.62
5189,0.83,Ideal,E,SI1,61.6,56.0,3775,6.03,6.05,3.72
8580,1.01,Good,E,SI2,60.7,62.0,4436,6.43,6.49,3.92
14233,1.07,Very Good,D,SI1,61.8,61.0,5767,6.54,6.57,4.05
9583,1.08,Ideal,G,SI2,62.2,56.0,4627,6.59,6.56,4.09
1355,0.7,Good,E,VS1,63.6,58.0,2964,5.61,5.56,3.55
39170,0.4,Ideal,J,IF,62.6,56.0,1063,4.75,4.71,2.96
28165,0.3,Ideal,H,VVS1,62.2,55.0,665,4.3,4.32,2.68
19468,1.19,Premium,G,VS1,62.6,58.0,8109,6.78,6.71,4.22
22461,2.0,Fair,I,SI2,67.7,57.0,10483,7.88,7.64,5.26
4530,0.91,Very Good,E,SI2,60.3,59.0,3638,6.28,6.25,3.78
41570,0.55,Very Good,E,SI2,62.5,54.0,1238,5.21,5.25,3.27
25041,0.3,Premium,F,SI1,62.1,60.0,641,4.28,4.26,2.65
10529,1.0,Premium,E,SI1,59.1,58.0,4805,6.52,6.44,3.83
15635,1.01,Fair,F,VS2,61.1,60.0,6271,6.49,6.4,3.94
53486,0.76,Ideal,D,SI2,62.2,57.0,2682,5.83,5.85,3.63
4954,1.01,Fair,H,VS2,65.2,56.0,3733,6.23,6.19,4.05
35266,0.3,Ideal,G,IF,61.7,55.0,895,4.31,4.34,2.67
37090,0.41,Premium,E,SI1,62.4,58.0,969,4.77,4.75,2.97
1000,1.12,Premium,J,SI2,60.6,59.0,2898,6.68,6.61,4.03
4492,0.79,Premium,E,VS2,62.1,59.0,3628,5.9,5.86,3.65
29682,0.35,Ideal,F,SI1,61.1,56.0,707,4.56,4.58,2.79
17320,1.25,Ideal,H,VS2,60.0,56.0,6944,7.04,6.99,4.21
4533,0.91,Premium,E,SI2,62.8,61.0,3639,6.09,6.07,3.82
7004,1.06,Premium,D,SI2,60.9,60.0,4155,6.55,6.52,3.98
20742,1.55,Ideal,G,SI2,60.5,60.0,8981,7.46,7.49,4.52
8866,0.92,Fair,E,SI1,66.8,55.0,4482,6.04,5.99,4.02
12741,1.13,Premium,E,SI2,60.4,59.0,5316,6.75,6.7,4.06
28413,0.29,Ideal,E,VVS2,62.0,55.0,669,4.25,4.27,2.64
51868,0.78,Ideal,J,VS1,61.4,57.0,2426,5.9,5.93,3.63
2640,0.91,Good,H,SI1,63.7,60.0,3229,6.16,6.09,3.9
21205,1.09,Ideal,E,VS2,60.7,57.0,9346,6.66,6.68,4.05
43978,0.29,Premium,F,SI1,62.4,58.0,518,4.26,4.24,2.65
21233,1.15,Ideal,G,VVS1,60.6,56.0,9377,6.83,6.8,4.13
20496,1.2,Very Good,F,VS2,62.4,58.0,8829,6.75,6.81,4.23
17417,1.5,Premium,H,SI2,61.2,61.0,6979,7.34,7.27,4.47
1411,0.75,Very Good,E,SI1,60.2,60.0,2968,5.89,5.93,3.56
24882,2.12,Premium,H,SI2,61.5,59.0,13307,8.26,8.21,5.06
37922,0.23,Very Good,E,VVS1,59.3,62.0,485,3.99,4.0,2.37
8274,0.9,Very Good,D,SI1,61.2,60.0,4381,6.14,6.19,3.77
6572,1.12,Premium,H,SI2,61.0,56.0,4077,6.68,6.65,4.07
51460,0.72,Premium,E,SI2,62.6,59.0,2376,5.74,5.7,3.58
4454,0.72,Very Good,D,VS1,59.4,56.0,3619,5.85,5.9,3.49
21119,1.5,Very Good,G,SI2,63.1,57.0,9282,7.29,7.25,4.59
18972,1.56,Ideal,J,VS2,62.4,57.0,7809,7.39,7.46,4.63
39215,0.42,Very Good,D,VS1,60.7,60.0,1066,4.81,4.88,2.94
